"DAC","Study Accession","Study Release Date","Embargo End Date","Study Name"
"NIDDK","phs001388.v1.p1","01/31/2019","01/31/2019","SIGMA Exome Sequencing Study: Diabetes in Mexico Study"
"NIDDK","phs001422.v1.p1","02/06/2019","02/06/2019","GETHIN"
"NIDDK","phs001426.v1.p1","02/27/2018","02/27/2018","Type 1 Diabetes Genetics Consortium (T1DGC): Case-only RNA-Seq Study"
"NIDDK","phs001442.v1.p1","08/31/2018","08/31/2018","The Environmental Determinants of Diabetes in the Young Study (TEDDY) Project"
"NIDDK","phs001490.v1.p1","07/09/2018","07/09/2018","T2D-GENES Multi-Ethnic Exome Sequencing Study: BioMe Biobank Program"
"NIDDK","phs001498.v1.p1","03/29/2018","03/29/2018","INSIGHT Microbiome Study"
"NIDDK","phs001504.v1.p1","05/29/2018","05/29/2018","T2D-GENES Multi-Ethnic Exome Sequencing Study: Hong Kong"
"NIDDK","phs001511.v1.p1","11/13/2019","11/13/2019","ProDIGY Exome Sequencing Study: SEARCH for Diabetes in Youth"
"NIDDK","phs001535.v1.p1","08/22/2018","08/22/2018","Offspring Sex Affects Placental DNA Methylation and Gene Expression in Diabetics"
"NIDDK","phs001552.v1.p1","09/24/2018","09/24/2018","T2D-GENES Multi-Ethnic Exome Sequencing Study: PGR"
"NIDDK","phs001626.v1.p1","04/21/2020","04/21/2020","Longitudinal Multi'omics of the Human Microbiome in IBD (IBDMDB)"
"NIDDK","phs001698.v1.p1","02/24/2020","02/24/2020","Genomic Analysis of Benign Prostatic Hyperplasia"
"NIDDK","phs001719.v1.p1","05/10/2019","05/10/2019","Longitudinal Multi-Omics Profiling of Prediabetes"
"NIDDK","phs001828.v1.p1","05/19/2020","05/19/2020","Genetic Studies of Chronic Kidney Disease (CKD)"
"NIDDK","phs002024.v1.p1","06/05/2020","06/05/2020","DCCT/EDIC Epigenetics (DNA Methylation) Study"
"NIGMS","phs000199.v1.p1","10/27/2009","10/27/2009","CHOP Control CNV Study"
"NIGMS","phs000210.v1.p1","10/14/2009","10/14/2010","GWAS: Musculoskeletal Adverse Events and Aromatase Inhibitors"
"NIGMS","phs000211.v1.p1","11/10/2009","11/10/2009","Genotyping 400 Samples from the NIGMS Human Variation Panels"
"NIGMS","phs000250.v1.p1","07/08/2011","07/08/2012","CALGB 80303: Genome-Wide Association Study of Advanced Pancreatic Cancer Patients"
"NIGMS","phs000268.v1.p1","02/25/2011","02/25/2011","Genotyping NIGMS CEPH Samples from the United States, Venezuela, and France"
"NIGMS","phs000269.v1.p1","08/10/2010","08/11/2010","Genotyping NIGMS Chromosomal Aberration and Inherited Disorder Samples"
"NIGMS","phs000273.v1.p1","07/12/2011"," ","High-Throughput Retrotransposon Discovery in Humans"
"NIGMS","phs000305.v1.p1","11/16/2010","11/16/2011","PGRN-RIKEN Mayo-NSABP Prevention Study (MayoBC_Ingle)"
"NIGMS","phs000426.v1.p1","12/13/2011","12/13/2011","SLCO1B1 Variants and Methotrexate Clearance"
"NIGMS","phs000536.v2.p1","02/25/2016","11/27/2012","Retrotransposition in Colorectal Cancer"
"NIGMS","phs000548.v1.p1","07/10/2013","07/10/2014","Aspirin Pharmacogenomics"
"NIGMS","phs000551.v1.p1","11/19/2012","05/19/2013","Gene expression in CAD"
"NIGMS","phs000637.v1.p1","10/29/2013","10/29/2013","Methotrexate Clearance GWAS"
"NIGMS","phs000638.v1.p1","02/21/2014","02/21/2014","Genome-Wide Association Study of Relapse of Childhood Acute Lymphoblastic Leukemia"
"NIGMS","phs000649.v1.p1","04/01/2016","04/01/2016","Pharmacogenomic Evaluation of Antihypertensive Responses (PEAR)"
"NIGMS","phs000670.v1.p1","01/22/2014","01/22/2015","PGRN Antidepressant Medication Pharmacogenomic Study (AMPS)"
"NIGMS","phs000750.v1.p1","09/04/2014","09/04/2014","Genomic Origins and Admixture in Latinos (GOAL)"
"NIGMS","phs000807.v1.p1","02/03/2015","02/03/2016","Breast Cancer Study"
"NIGMS","phs000815.v2.p1","02/25/2020","02/25/2020","Gene Expression and Regulatory Networks in Human Leukocytes"
"NIGMS","phs000983.v1.p1","01/21/2016","01/21/2017","Pharmacogenomics of Rheumatoid Arthritis Therapy"
"NIGMS","phs000984.v1.p1","09/23/2016","03/23/2017","Pharmacogenomics of Metformin Dose Response in T2DM Patients"
"NIGMS","phs000991.v1.p1","10/26/2016","10/26/2017","VESPA: Vanderbilt Electronic Systems for Pharmacogenomic Assessment"
"NIGMS","phs001002.v1.p1","01/06/2016","01/06/2017","Metastatic Castration-resistant Prostate Cancer GWAS"
"NIGMS","phs001021.v1.p1","02/02/2016","02/02/2016","Center for Health Discovery and Well Being (CHDWB)"
"NIGMS","phs001043.v1.p1","03/01/2017","09/01/2017","GWAS of Breast Events with Adjuvant Aromatase Inhibitors"
"NIGMS","phs001050.v1.p1","01/26/2016","01/26/2017","Breast Cancer Genome Guided Therapy Study (BEAUTY)"
"NIGMS","phs001085.v1.p1","06/29/2020","06/29/2020","Genetic History of Melanesian Individuals"
"NIGMS","phs001176.v3.p1","11/07/2019","11/07/2019","GxE and Complex Traits"
"NIGMS","phs001226.v1.p1","03/28/2017","03/28/2017","Regulatory Genomics of Human Embryonic Development"
"NIGMS","phs001343.v1.p1","05/11/2017","05/11/2017","Biological Insights from the genome Sequences of Human Embryonic Stem Cell Lines"
"NIGMS","phs001363.v1.p1","08/30/2017","08/30/2017","The Pioneer 100 Wellness Project (P100)"
"NIGMS","phs001365.v1.p1","05/01/2018","05/01/2018","Neoadjuvant Chemotherapy +/- Bevacizumab Pharmacogenomics"
"NIGMS","phs001588.v1.p1","07/24/2018","07/24/2018","Low LDL Cholesterol and Increased Risk of Type 2 Diabetes"
"NIGMS","phs001753.v1.p1","10/08/2019","10/08/2019","Rapid Evolution of a Skin Lightening Allele in Southern African KhoeSan"
"NIGMS","phs001780.v1.p1","03/18/2019","03/18/2019","African Demographic History Study Using Illumina 1M Array Data"
"NIGMS","phs001934.v1.p1","02/25/2020","02/25/2020","Sexual Dimorphism in Human Immune System Aging"
"NINDS","phs000101.v5.p1","09/11/2018","09/11/2018","Genome-Wide Association Study of Amyotrophic Lateral Sclerosis"
"NINDS","phs000102.v1.p1","06/26/2008","06/26/2008","Ischemic Stroke Genetics Study (ISGS)"
"NINDS","phs000126.v2.p1","09/29/2016","09/29/2017","CIDR: Genome Wide Association Study in Familial Parkinson Disease (PD)"
"NINDS","phs000127.v2.p1","09/07/2010","10/06/2008","Study of Irish Amyotrophic Lateral Sclerosis (SIALS)"
"NINDS","phs000139.v1.p1","11/06/2008","11/06/2008","IMSGC Genome Wide Association Study of Multiple Sclerosis"
"NINDS","phs000171.v1.p1","05/12/2009","05/12/2009","Genetic Multiple Sclerosis Associations - GeneMSA"
"NINDS","phs000196.v3.p1","06/30/2015","06/30/2016","CIDR: NGRC Parkinson's Disease Study"
"NINDS","phs000222.v6.p2","02/27/2020","02/27/2020","PREDICT-HD Huntington Disease Study"
"NINDS","phs000239.v2.p1","07/27/2010","05/19/2011","Genome, Epigenome & RNA Sequences of Monozygotic Twins Discordant for Multiple sclerosis"
"NINDS","phs000275.v1.p1","10/02/2012","10/02/2013","BWH MS Genetic Collection"
"NINDS","phs000293.v1.p1","07/26/2013","07/26/2014","The Familial Intracranial Aneurysm Linkage Study (FIA)"
"NINDS","phs000344.v1.p1","06/30/2011","06/30/2011","Genome-Wide Association Study of Amyotrophic Lateral Sclerosis in Finland"
"NINDS","phs000359.v1.p1","08/31/2012","10/01/2012","KIF1A Hereditary Spastic Paraparesis"
"NINDS","phs000371.v2.p1","11/21/2016","06/12/2014","Genetic Modifiers of Huntington's Disease"
"NINDS","phs000376.v1.p1","10/20/2014","10/20/2015","Whole Exome Sequencing in Familial Parkinson Disease"
"NINDS","phs000382.v3.p1","06/06/2018","06/06/2018","CIDR Whole Exome Sequencing in Joubert Syndrome"
"NINDS","phs000394.v1.p1","06/22/2012","06/22/2013","Autopsy-Confirmed Parkinson Disease GWAS Consortium (APDGC)"
"NINDS","phs000415.v1.p1","08/14/2015","08/14/2016","Whole Exome and Targeted Sequencing in Tourette Syndrome Multiplex Families"
"NINDS","phs000416.v2.p1","06/27/2019","06/27/2019","Genetics of Cerebral Hemorrhage with Anticoagulation (GOCHA)"
"NINDS","phs000455.v1.p1","06/22/2012","07/22/2012","Dobyns DBD"
"NINDS","phs000615.v1.p1","09/29/2014","09/29/2015","NINDS Stroke Genetics Network (SiGN)"
"NINDS","phs000636.v1.p1","08/22/2013","01/22/2014","Whole Exome Sequencing for Familial Intracranial Aneurysm (FIA I-II) Study"
"NINDS","phs000653.v3.p1","09/19/2018","09/19/2018","Epi4K: Gene Discovery in 4,000 Epilepsy Genomes"
"NINDS","phs000660.v1.p1","06/06/2014","06/06/2015","Chinese Alternating Hemiplegia of Childhood (AHC) Disease Study"
"NINDS","phs000690.v1.p1","01/30/2014","01/30/2015","Whole-genome sequencing in multiplex epilepsy families"
"NINDS","phs000715.v1.p1","06/25/2014","07/25/2014","NINDS MS and ADEM Deep Sequencing Studies"
"NINDS","phs000727.v1.p1","11/05/2014","11/05/2014","miRNA profiles in serum and CSF of Parkinson's and Alzheimer's patients"
"NINDS","phs000742.v1.p1","07/25/2018","07/25/2018","The Epilepsy Phenome/Genome Project"
"NINDS","phs000747.v2.p1","11/30/2017","08/20/2015","Whole Exome and Transcriptome Sequencing in Sporadic ALS"
"NINDS","phs000757.v1.p1","04/01/2015","04/01/2015","Ataxia Gene Identification by Integrated Genomic Analysis"
"NINDS","phs000793.v1.p1","09/12/2014","09/12/2014","Paired AML Epigenetics Study on Clonality"
"NINDS","phs000874.v1.p1","05/22/2015","05/22/2015","Genetic and Environmental Risk Factors for Hemorrhagic Stroke (GERFHS)"
"NINDS","phs000901.v1.p1","07/01/2015","07/01/2016","University of Washington CSF biomarker study for Parkinson disease"
"NINDS","phs000908.v1.p1","01/25/2016","01/25/2017","Identification of Rare Variants in PD through Whole Exome Sequencing"
"NINDS","phs000918.v1.p1","06/15/2015","06/15/2015","International Parkinson's Disease Genomics Consortium (IPDGC), NeuroX Dataset"
"NINDS","phs000966.v1.p1","01/19/2017","01/19/2017","Family Study of Essential Tremor (FASET)"
"NINDS","phs001016.v1.p1","11/06/2015","01/13/2016","Fixed Single Cell Study (Radial Glia Cells)"
"NINDS","phs001065.v1.p1","06/06/2016","06/06/2016","Coenzyme Q10 (CoQ) in Huntington's Disease (HD) (2CARE)"
"NINDS","phs001071.v1.p1","09/28/2017","09/28/2017","NINDS Family-Based Whole-Genome Sequencing to Find HD Modifiers"
"NINDS","phs001080.v1.p1","05/11/2016","05/11/2016","Genome Studies in Hereditary Spastic Paraplegia"
"NINDS","phs001158.v2.p1","03/01/2019","07/28/2017","Human Dorsal Root Ganglion RNA Seq Profiling"
"NINDS","phs001172.v1.p2","12/22/2016","12/22/2016","NINDS Parkinson's Disease"
"NINDS","phs001205.v1.p1","10/27/2016","10/27/2016","Cell types and lineages of hESC-derived brain cells"
"NINDS","phs001206.v1.p1","03/01/2018","03/01/2018","Blepharospasm in a Multiplex African-American Pedigree"
"NINDS","phs001231.v2.p1","05/11/2018","04/24/2017","NeuroLINCS"
"NINDS","phs001270.v1.p1","10/06/2017","10/06/2017","Sleep and Circadian Disorders Study (SACDS)"
"NINDS","phs001276.v1.p1","03/10/2017","03/10/2017","Single-cell profiling of hESC-derived interneuron development"
"NINDS","phs001322.v2.p1","03/10/2020","02/02/2018","NINDS Inherited Forms of Motor Neuron Disease Study"
"NINDS","phs001373.v2.p2","11/15/2019","09/15/2017","Mechanisms Controlling Gene Expression of Human Microglia"
"NINDS","phs001380.v1.p1","02/27/2020","02/27/2020","Genomic Studies of Gilles de la Tourette Syndrome"
"NINDS","phs001485.v1.p1","02/02/2018","02/02/2018","Somatic Mutations and Cell Lineage in the Human Brain"
"NINDS","phs001488.v1.p1","03/26/2018","03/26/2018","Creatine in Huntington's Disease (HD) (CREST-E)"
"NINDS","phs001525.v1.p1","03/12/2018","03/12/2018","Genome and Transcriptome Analysis of X-Linked Dystonia Parkinsonism Cohort"
"NINDS","phs001551.v1.p1","09/11/2018","09/11/2018","Epilepsy Genetics Initiative"
"NINDS","phs001556.v1.p1","07/19/2018","07/19/2018","BRAINcode"
"NINDS","phs001563.v1.p1","10/22/2018","10/22/2018","Blood Handling and Leukocyte Isolation Methods Impact the Global Transcriptome of Immune Cells"
"NINDS","phs001664.v1.p1","10/11/2018","10/11/2018","Parkinson's Disease Cognitive Genetics Consortium (PDCGC)"
"NINDS","phs001686.v1.p1","03/14/2019","03/14/2019","IL-17 Signaling in Midbrain Neurons in Parkinson's Disease"
"NINDS","phs001718.v1.p1","09/19/2019","09/19/2019","C9ORF72 Hexanucleotide Repeat Sequence Genotyping Project"
"NINDS","phs001796.v1.p1","05/24/2019","05/24/2019","Molecular and Cellular Correlates of Nerve Repair in Humans"
"NINR DAC","phs000545.v1.p1","06/12/2015","06/12/2016","Predicting Chemotherapy-Induced Mucositis with Genetic and Clinical Factors"
"NINR DAC","phs001739.v1.p1","03/26/2019","03/26/2019","Role of the Cervico-Vaginal Microbiome in Spontaneous Preterm Birth"
"NINR DAC","phs001792.v1.p1","11/13/2019","11/13/2019","Intergenerational Blood Pressure Study (InterGEN Study)"
